id,name,gene-id,gene-symbol,gene-name,entrez-id,chromosome,plane-of-section,specimen-id,fold-change,target-sum,contrast-sum,num-target-samples,num-contrast-samples
74047713,RP_051214_01_G08,92930,Fat3,FAT tumor suppressor homolog 3 (Drosophila),270120,9,coronal,n/a,3.389,1303.468,277.282,258,186
293462,RP_040604_02_F10,30243,Fbxo18,F-box protein 18,50755,2,coronal,n/a,3.375,2005.366,521.976,214,188
70744519,RP_050725_02_B12,21606,Klf10,Kruppel-like factor 10,21847,15,coronal,n/a,3.339,1793.586,391.393,258,188
74750021,RP_060220_05_E11,20575,Srp14,signal recognition particle 14,20813,2,coronal,n/a,3.311,1877.678,309.949,258,141
321200,RP_040617_01_C02,54760,Dlst,dihydrolipoamide S-succinyltransferase (E2 component of 2-oxo-glutarate complex),78920,12,coronal,n/a,3.291,2351.077,454.147,258,164
75041432,RP_060412_04_B02,13914,Fdft1,farnesyl diphosphate farnesyl transferase 1,14137,14,coronal,n/a,3.239,1101.625,247.846,258,188
74800827,RP_051005_03_H11,13434,Egr4,early growth response 4,13656,6,coronal,n/a,3.200,746.197,179.904,175,135
75774680,RP_060530_01_D05,54625,Clip4,"CAP-GLY domain containing linker protein family, member 4",78785,17,coronal,n/a,3.183,3224.456,738.129,258,188
70301086,RP_050309_01_H02,106548,Sybu,syntabulin (syntaxin-interacting),319613,15,coronal,n/a,3.122,911.128,208.135,258,184
72340236,RP_051101_02_B12,108620,AW046396,expressed sequence AW046396,329173,1,coronal,n/a,3.118,1675.612,380.880,254,180
323396,RP_040617_01_A03,12116,Cap1,"CAP, adenylate cyclase-associated protein 1 (yeast)",12331,4,coronal,n/a,3.117,4048.281,854.181,257,169
74988765,RP_060315_05_H09,83363,Hs3st2,heparan sulfate (glucosamine) 3-O-sulfotransferase 2,195646,7,coronal,n/a,3.108,2368.193,499.085,258,169
73994720,RP_051214_03_F01,26156,Map3k5,mitogen-activated protein kinase kinase kinase 5,26408,10,coronal,n/a,3.108,1249.786,353.300,214,188
841,RP_Baylor_102965,18526,Prkcz,"protein kinase C, zeta",18762,4,coronal,n/a,3.051,1760.012,420.404,258,188
72128751,RP_051017_04_C07,46387,Zdhhc2,"zinc finger, DHHC domain containing 2",70546,8,coronal,n/a,3.022,979.445,188.462,258,150
74641238,RP_060220_05_G10,32929,Vti1a,vesicle transport through interaction with t-SNAREs homolog 1A (yeast),53611,19,coronal,n/a,3.005,1774.603,540.569,189,173
121089,RP_040428_01_C09,22116,Vldlr,very low density lipoprotein receptor,22359,19,coronal,n/a,3.003,2173.229,564.816,237,185
74357559,RP_051214_01_B10,18772,Pou6f1,"POU domain, class 6, transcription factor 1",19009,15,coronal,n/a,2.965,2023.285,570.763,214,179
112196048,RP_110421_01_D12,56283,Med8,"mediator of RNA polymerase II transcription, subunit 8 homolog (yeast)",80509,4,coronal,n/a,2.954,1003.646,247.570,258,188
808,RP_Baylor_102968,18571,Pld3,"phospholipase D family, member 3",18807,7,coronal,n/a,2.923,2794.218,696.647,258,188
357100,RP_040617_02_B04,16196,Cd47,"CD47 antigen (Rh-related antigen, integrin-associated signal transducer)",16423,16,coronal,n/a,2.918,4999.995,1062.497,258,160
321204,RP_040617_01_C07,19987,Sar1a,SAR1 gene homolog A (S. cerevisiae),20224,10,coronal,n/a,2.907,2832.862,702.452,258,186
73521807,RP_051101_03_A06,20303,Slc8a1,"solute carrier family 8 (sodium/calcium exchanger), member 1",20541,17,coronal,n/a,2.896,4655.983,1096.911,258,176
75041491,RP_060412_04_E01,84793,Slc36a1,"solute carrier family 36 (proton/amino acid symporter), member 1",215335,11,coronal,n/a,2.883,755.147,181.729,258,179
104826,RP_040420_01_B12,11819,Bcap29,B cell receptor associated protein 29,12033,12,coronal,n/a,2.869,2274.369,574.607,258,187
357103,RP_040617_02_B10,42288,Cyc1,cytochrome c-1,66445,15,coronal,n/a,2.846,3947.031,731.079,258,136
74357575,RP_050927_03_A08,12738,Cryab,"crystallin, alpha B",12955,9,coronal,n/a,2.842,2330.654,597.507,258,188
1071,RP_Baylor_103076,21608,Trim28,tripartite motif-containing 28,21849,7,coronal,n/a,2.842,741.382,153.715,258,152
75081205,RP_060315_03_C10,14335,Gdf1,growth differentiation factor 1,14559,8,coronal,n/a,2.841,729.074,228.884,148,132
692,RP_Baylor_103417,107775,Negr1,neuronal growth regulator 1,320840,3,coronal,n/a,2.834,2049.438,526.895,258,188
75146000,RP_060220_02_B06,47574,Susd2,sushi domain containing 2,71733,10,coronal,n/a,2.832,838.468,287.461,172,167
80343372,RP_071204_04_G03,16295,Kcnj6,"potassium inwardly-rectifying channel, subfamily J, member 6",16522,16,coronal,n/a,2.816,921.934,181.441,258,143
321201,RP_040617_01_C03,55358,BC005537,cDNA sequence BC005537,79555,13,coronal,n/a,2.797,3980.296,788.719,258,143
74658000,RP_060220_04_C01,106859,Apba1,"amyloid beta (A4) precursor protein binding, family A, member 1",319924,19,coronal,n/a,2.795,1043.060,267.556,258,185
73592526,RP_051017_01_E02,12754,Crym,"crystallin, mu",12971,7,coronal,n/a,2.786,1794.941,449.537,258,180
227160,RP_040604_01_H06,88016,Sc5d,"sterol-C5-desaturase (fungal ERG3, delta-5-desaturase) homolog (S. cerevisae)",235293,9,coronal,n/a,2.766,2139.843,557.754,258,186
112194293,RP_110421_01_E04,36595,Park7,"Parkinson disease (autosomal recessive, early onset) 7",57320,4,coronal,n/a,2.763,3026.727,798.180,258,188
858,RP_Baylor_102988,19036,Ptpru,"protein tyrosine phosphatase, receptor type, U",19273,4,coronal,n/a,2.761,541.220,140.866,192,138
77280335,RP_070116_01_B08,35723,Arpc1a,"actin related protein 2/3 complex, subunit 1A",56443,5,coronal,n/a,2.746,1628.372,427.561,258,186
544899,RP_040617_02_H01,33431,Atxn10,ataxin 10,54138,15,coronal,n/a,2.726,4715.815,1260.359,258,188
75147767,RP_060207_02_H03,74907,Adam33,a disintegrin and metallopeptidase domain 33,110751,2,coronal,n/a,2.708,699.607,188.255,258,188
74425564,RP_051214_02_H05,20481,Serpinb6a,"serine (or cysteine) peptidase inhibitor, clade B, member 6a",20719,13,coronal,n/a,2.706,844.119,227.346,258,188
293038,RP_040609_01_F01,42902,Ola1,Obg-like ATPase 1,67059,2,coronal,n/a,2.702,3613.137,699.609,258,135
75147758,RP_051121_03_C10,86425,Rasal2,RAS protein activator like 2,226525,1,coronal,n/a,2.698,1607.169,520.841,215,188
77371857,RP_070129_01_B10,14484,Gng7,"guanine nucleotide binding protein (G protein), gamma 7",14708,10,coronal,n/a,2.686,909.668,157.786,249,116
72109295,RP_050706_03_B01,143151,Ptpn3,"protein tyrosine phosphatase, non-receptor type 3",545622,4,coronal,n/a,2.672,2041.350,541.917,258,183
74357574,RP_050921_03_F03,18857,Mapk11,mitogen-activated protein kinase 11,19094,15,coronal,n/a,2.662,1939.201,488.386,258,173
73931636,RP_051214_04_B04,129843,LOC433258,similar to attractin-like 1; attractin-like,433258,19,coronal,n/a,2.655,859.313,235.832,258,188
74425515,RP_051214_02_E01,86005,Soat2,sterol O-acyltransferase 2,223920,15,coronal,n/a,2.652,2727.620,880.275,215,184
74657980,RP_051121_03_D11,41805,Slc9a3r2,"solute carrier family 9 (sodium/hydrogen exchanger), member 3 regulator 2",65962,17,coronal,n/a,2.645,2761.698,760.817,258,188
73732152,RP_051121_04_A10,18218,P4ha2,"procollagen-proline, 2-oxoglutarate 4-dioxygenase (proline 4-hydroxylase), alpha II polypeptide",18452,11,coronal,n/a,2.622,663.377,202.436,235,188
74272894,RP_050915_02_D05,41281,Scube1,"signal peptide, CUB domain, EGF-like 1",64706,15,coronal,n/a,2.617,1137.200,316.605,258,188
73992941,RP_051214_03_D05,86946,D3Bwg0562e,"DNA segment, Chr 3, Brigham & Women's Genetics 0562 expressed",229791,3,coronal,n/a,2.615,4211.358,1148.466,258,184
45668,RP_040324_01_H05,32320,Dbndd2,dysbindin (dystrobrevin binding protein 1) domain containing 2,52840,2,coronal,n/a,2.615,5282.424,1080.534,258,138
75041527,RP_060412_04_E10,130484,Ociad2,OCIA domain containing 2,433904,5,coronal,n/a,2.581,1538.504,388.152,258,168
356490,RP_040617_02_F05,19787,Sub1,SUB1 homolog (S. cerevisiae),20024,15,coronal,n/a,2.576,2991.460,1181.620,171,174
70743900,RP_050725_02_A06,43688,Rnf115,ring finger protein 115,67845,3,coronal,n/a,2.571,2204.768,624.850,258,188
355884,RP_040617_01_F02,41632,Vps35,vacuolar protein sorting 35,65114,8,coronal,n/a,2.568,3323.033,912.717,258,182
72103842,RP_051017_03_A01,22472,Zfp57,zinc finger protein 57,22715,17,coronal,n/a,2.564,1243.277,353.362,258,188
77869097,RP_070129_02_G03,12616,Col6a1,"collagen, type VI, alpha 1",12833,10,coronal,n/a,2.557,655.332,175.715,248,170
71063715,RP_050725_03_C02,26167,Mapk8,mitogen-activated protein kinase 8,26419,14,coronal,n/a,2.554,1059.612,302.281,258,188
45841,RP_040324_01_H08,52060,Arxes1,adipocyte-related X-chromosome expressed sequence 1,76219,X,coronal,n/a,2.534,1041.400,250.039,258,157
73992931,RP_051214_03_C09,32801,Cntnap1,contactin associated protein-like 1,53321,11,coronal,n/a,2.522,2121.626,606.516,258,186
72129295,RP_051017_03_F11,82023,Oxr1,oxidation resistance 1,170719,15,coronal,n/a,2.507,2302.927,669.498,258,188
74881559,RP_060315_04_C11,11770,Atp6v0c,"ATPase, H+ transporting, lysosomal V0 subunit C",11984,17,coronal,n/a,2.505,6860.296,2188.377,219,175
73787946,RP_051213_01_A01,26683,St6galnac5,"ST6 (alpha-N-acetyl-neuraminyl-2,3-beta-galactosyl-1,3)-N-acetylgalactosaminide alpha-2,6-sialyltransferase 5",26938,3,coronal,n/a,2.504,1017.405,296.013,258,188
67809267,RP_040922_01_E11,77316,Clic1,chloride intracellular channel 1,114584,17,coronal,n/a,2.501,5220.702,1351.021,258,167
321196,RP_040617_01_B04,54495,Eif3j,"eukaryotic translation initiation factor 3, subunit J",78655,2,coronal,n/a,2.494,820.450,221.841,258,174
323397,RP_040617_01_A04,18363,Pdha1,pyruvate dehydrogenase E1 alpha 1,18597,X,coronal,n/a,2.490,2440.771,702.911,258,185
73817927,RP_050927_03_D01,56692,Arl4d,ADP-ribosylation factor-like 4D,80981,11,coronal,n/a,2.490,1706.018,499.298,258,188
73930838,RP_051214_04_C12,11207,Accn1,"amiloride-sensitive cation channel 1, neuronal (degenerin)",11418,11,coronal,n/a,2.483,2747.194,806.306,258,188
74581378,RP_051130_01_D09,60853,Cnnm2,cyclin M2,94219,19,coronal,n/a,2.480,1384.843,406.829,258,188
74881549,RP_060315_04_C10,11724,Atp2a2,"ATPase, Ca++ transporting, cardiac muscle, slow twitch 2",11938,5,coronal,n/a,2.478,7501.310,2182.793,258,186
74881937,RP_060315_04_D12,84399,Arap2,"ArfGAP with RhoGAP domain, ankyrin repeat and PH domain 2",212285,5,coronal,n/a,2.463,632.073,199.861,235,183
72129251,RP_051017_03_E11,17663,Myl4,"myosin, light polypeptide 4",17896,11,coronal,n/a,2.460,1466.253,434.253,258,188
355883,RP_040617_01_F01,88223,Usp11,ubiquitin specific peptidase 11,236733,X,coronal,n/a,2.458,2837.635,901.005,237,185
74988755,RP_060315_05_G11,120166,Lonrf2,LON peptidase N-terminal domain and ring finger 2,381338,1,coronal,n/a,2.455,2120.733,718.620,226,188
75774677,RP_060530_01_D02,82970,Arhgdia,Rho GDP dissociation inhibitor (GDI) alpha,192662,11,coronal,n/a,2.453,5268.801,1565.018,258,188
74581381,RP_051214_01_C06,44039,Hsbp1,heat shock factor binding protein 1,68196,8,coronal,n/a,2.448,5729.158,1229.073,219,115
71064081,RP_050725_03_C12,26624,B3galt2,"UDP-Gal:betaGlcNAc beta 1,3-galactosyltransferase, polypeptide 2",26878,1,coronal,n/a,2.446,1130.064,268.570,258,150
75041473,RP_060412_04_B12,57647,Ndst3,N-deacetylase/N-sulfotransferase (heparan glucosaminyl) 3,83398,3,coronal,n/a,2.429,775.195,183.049,258,148
74988552,RP_060315_05_E12,26193,Psmb2,"proteasome (prosome, macropain) subunit, beta type 2",26445,4,coronal,n/a,2.425,750.521,225.559,258,188
32576,RP_040324_01_D11,26165,Mapk3,mitogen-activated protein kinase 3,26417,7,coronal,n/a,2.421,3169.144,942.937,236,170
61002,RP_040407_02_B05,16657,Limk2,LIM motif-containing protein kinase 2,16886,11,coronal,n/a,2.407,569.919,59.190,168,42
2325,RP_Baylor_102862,16144,Irx1,Iroquois related homeobox 1 (Drosophila),16371,13,coronal,n/a,2.402,709.236,215.120,258,188
75774679,RP_060530_01_D04,47646,Nup93,nucleoporin 93,71805,8,coronal,n/a,2.399,2338.069,710.046,258,188
275875,RP_040604_02_F09,44709,Rnf122,ring finger protein 122,68867,8,coronal,n/a,2.396,2914.636,744.986,258,158
77869816,RP_070212_01_B01,18514,Prkca,"protein kinase C, alpha",18750,11,coronal,n/a,2.395,1332.011,426.494,236,181
71924066,RP_051017_02_H07,23887,Zeb2,zinc finger E-box binding homeobox 2,24136,2,coronal,n/a,2.392,3713.185,1131.001,258,188
73931408,RP_051012_03_E09,45483,2310046A06Rik,RIKEN cDNA 2310046A06 gene,69642,9,coronal,n/a,2.391,848.644,216.003,258,157
74749895,RP_060220_04_F01,35788,Rapgef4,Rap guanine nucleotide exchange factor (GEF) 4,56508,2,coronal,n/a,2.389,1157.225,425.973,174,153
77280574,RP_070116_01_G01,46570,Nos1ap,nitric oxide synthase 1 (neuronal) adaptor protein,70729,1,coronal,n/a,2.384,1695.411,781.877,171,188
1750,RP_040507_01_G12,15923,Ikbkb,inhibitor of kappaB kinase beta,16150,8,coronal,n/a,2.376,3071.861,942.002,258,188
71016583,RP_050725_03_A02,19425,Rbp4,"retinol binding protein 4, plasma",19662,19,coronal,n/a,2.371,1050.933,322.939,258,188
544516,RP_040625_01_F01,86637,Slc25a25,"solute carrier family 25 (mitochondrial carrier, phosphate carrier), member 25",227731,2,coronal,n/a,2.371,1193.653,296.894,251,148
74881560,RP_060315_04_C12,11766,Atp8a1,"ATPase, aminophospholipid transporter (APLT), class I, type 8A, member 1",11980,5,coronal,n/a,2.368,3890.906,961.601,258,151
74274688,RP_050927_04_E11,51264,Arl5a,ADP-ribosylation factor-like 5A,75423,2,coronal,n/a,2.363,788.804,219.927,258,170
71670484,RP_050503_04_B10,36118,Lgi1,"leucine-rich repeat LGI family, member 1",56839,19,coronal,n/a,2.361,3506.939,1018.964,258,177
73817986,RP_051214_01_A11,71536,Exoc6,exocyst complex component 6,107371,19,coronal,n/a,2.361,684.958,211.389,258,188
74047444,RP_051214_01_G06,14320,Gda,guanine deaminase,14544,19,coronal,n/a,2.358,1946.033,601.459,258,188
74988752,RP_060315_05_G07,87103,5730409E04Rik,RIKEN cDNA 5730409E04Rik gene,230757,4,coronal,n/a,2.356,1613.513,459.223,258,173
74047840,RP_051214_02_A08,43235,4833420G17Rik,RIKEN cDNA 4833420G17 gene,67392,13,coronal,n/a,2.352,1955.012,605.789,258,188
70232000,RP_050303_02_H03,18895,Prph,peripherin,19132,15,coronal,n/a,2.350,954.099,306.225,244,184
275874,RP_040604_02_F08,35638,Copz2,"coatomer protein complex, subunit zeta 2",56358,11,coronal,n/a,2.341,2190.853,660.125,258,182
71064278,RP_050725_03_D11,33196,Rcan2,regulator of calcineurin 2,53901,17,coronal,n/a,2.339,3162.645,985.337,258,188
32386,RP_040324_01_C08,18821,Ppp3r1,"protein phosphatase 3, regulatory subunit B, alpha isoform (calcineurin B, type I)",19058,11,coronal,n/a,2.336,4662.965,1287.129,245,158
75774681,RP_060530_01_D06,15144,Hmox2,heme oxygenase (decycling) 2,15369,16,coronal,n/a,2.333,3564.847,1113.203,258,188
72129248,RP_051017_03_E08,89815,Neto1,neuropilin (NRP) and tolloid (TLL)-like 1,246317,18,coronal,n/a,2.332,4360.675,1362.828,258,188
71016573,RP_050725_03_A01,16651,Lifr,leukemia inhibitory factor receptor,16880,15,coronal,n/a,2.329,2170.156,664.520,258,184
70562103,RP_050331_03_F01,82041,Kcnh7,"potassium voltage-gated channel, subfamily H (eag-related), member 7",170738,2,coronal,n/a,2.325,3621.868,1134.922,258,188
74881879,RP_060315_04_D08,87030,BC057079,cDNA sequence BC057079,230393,4,coronal,n/a,2.323,1141.535,358.078,258,188
73992709,RP_051214_01_E03,43870,Tmem178,transmembrane protein 178,68027,17,coronal,n/a,2.322,2299.489,721.513,258,188
77869074,RP_070129_02_G01,12209,Cck,cholecystokinin,12424,9,coronal,n/a,2.320,6164.559,1143.204,258,111
77925023,RP_070320_01_A01,20213,St8sia2,"ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 2",20450,7,coronal,n/a,2.316,2816.256,1103.392,173,157
73520998,RP_051101_02_H05,17931,Nptx1,neuronal pentraxin 1,18164,11,coronal,n/a,2.316,1693.845,607.928,219,182
74425520,RP_051214_02_E06,18484,Pip5k1b,"phosphatidylinositol-4-phosphate 5-kinase, type 1 beta",18719,19,coronal,n/a,2.312,936.481,280.596,257,178
75079789,RP_060412_02_F09,15132,Hmgcr,3-hydroxy-3-methylglutaryl-Coenzyme A reductase,15357,13,coronal,n/a,2.311,1308.243,566.060,169,169
83167,RP_040407_01_H02,44476,Tm2d3,TM2 domain containing 3,68634,7,coronal,n/a,2.306,1995.871,820.617,173,164
75774676,RP_060530_01_D01,86797,Gdap1l1,ganglioside-induced differentiation-associated protein 1-like 1,228858,2,coronal,n/a,2.295,3018.898,958.378,258,188
73994717,RP_051214_03_E12,70018,Mal2,"mal, T cell differentiation protein 2",105853,15,coronal,n/a,2.293,3455.621,1098.315,258,188
75774678,RP_060530_01_D03,61105,Susd4,sushi domain containing 4,96935,1,coronal,n/a,2.291,2744.991,1254.478,171,179
74988763,RP_060315_05_H07,109156,Gpd1l,glycerol-3-phosphate dehydrogenase 1-like,333433,9,coronal,n/a,2.289,1858.031,591.431,258,188
70562114,RP_050331_03_G05,75016,Kcnq3,"potassium voltage-gated channel, subfamily Q, member 3",110862,15,coronal,n/a,2.286,3804.125,1212.686,258,188
74800882,RP_060315_02_A01,37210,Sorcs1,VPS10 domain receptor protein SORCS 1,58178,19,coronal,n/a,2.285,784.647,250.212,258,188
77869857,RP_070205_01_B12,43712,Paip2,polyadenylate-binding protein-interacting protein 2,67869,18,coronal,n/a,2.280,2890.445,923.609,258,188
74363334,RP_051005_01_E07,48396,Shisa9,shisa homolog 9 (Xenopus laevis),72555,16,coronal,n/a,2.277,598.033,229.689,215,188
355886,RP_040617_01_F04,67033,Pls3,plastin 3 (T-isoform),102866,X,coronal,n/a,2.276,1206.377,327.968,236,146
70744516,RP_050725_02_B09,37012,Stk32c,serine/threonine kinase 32C,57740,7,coronal,n/a,2.272,5108.821,1638.631,258,188
76135807,RP_060711_03_C03,87555,Rasgrp4,RAS guanyl releasing protein 4,233046,7,coronal,n/a,2.271,336.335,198.624,126,169
72283793,RP_051027_01_A09,37365,Kcnmb4,"potassium large conductance calcium-activated channel, subfamily M, beta member 4",58802,10,coronal,n/a,2.268,1988.250,732.620,225,188
75774672,RP_060530_01_C09,13860,Ptk2,PTK2 protein tyrosine kinase 2,14083,15,coronal,n/a,2.266,1084.321,396.388,227,188
73512483,RP_051017_02_D02,11564,Ap3s1,"adaptor-related protein complex 3, sigma 1 subunit",11777,18,coronal,n/a,2.265,1167.633,375.591,258,188
71836840,RP_051017_02_C03,74603,Acat1,acetyl-Coenzyme A acetyltransferase 1,110446,9,coronal,n/a,2.264,3866.765,1111.960,258,168
393,RP_Baylor_102671,12280,Entpd1,ectonucleoside triphosphate diphosphohydrolase 1,12495,19,coronal,n/a,2.264,1484.441,477.751,258,188
74047788,RP_051214_02_A04,26798,Asns,asparagine synthetase,27053,6,coronal,n/a,2.263,2711.368,873.121,258,188
77414110,RP_070205_01_E08,11423,Ak1,adenylate kinase 1,11636,2,coronal,n/a,2.263,589.498,241.748,194,180
77395095,RP_070129_01_D12,87006,Tmeff1,transmembrane protein with EGF-like and two follistatin-like domains 1,230157,4,coronal,n/a,2.260,2625.348,684.408,258,152
355882,RP_040617_01_E12,29761,Fbxw2,F-box and WD-40 domain protein 2,30050,2,coronal,n/a,2.257,2795.566,677.062,258,141
73929868,RP_051214_03_H02,66310,Snx25,sorting nexin 25,102141,8,coronal,n/a,2.254,985.455,318.547,258,188
72104172,RP_051017_03_G03,73148,Tpr,translocated promoter region,108989,1,coronal,n/a,2.253,584.031,170.807,258,170
293471,RP_040604_02_G08,19124,Rad51,RAD51 homolog (S. cerevisiae),19361,2,coronal,n/a,2.246,4636.705,1336.081,258,167
75147764,RP_060412_03_A06,16299,Kcnk2,"potassium channel, subfamily K, member 2",16526,1,coronal,n/a,2.246,928.658,301.276,258,188
73520989,RP_051101_02_G08,15671,Icam5,"intercellular adhesion molecule 5, telencephalin",15898,9,coronal,n/a,2.241,3418.127,940.078,258,159
356859,RP_040617_01_H09,11551,Ap1b1,"adaptor protein complex AP-1, beta 1 subunit",11764,11,coronal,n/a,2.241,3265.316,813.411,258,144
74881285,RP_060315_01_A06,12337,Cdh11,cadherin 11,12552,8,coronal,n/a,2.234,1126.462,401.701,236,188
227159,RP_040604_01_G09,80178,Wdr5,WD repeat domain 5,140858,2,coronal,n/a,2.234,3659.856,946.206,258,149
67862431,RP_041018_01_C03,42320,Usmg5,upregulated during skeletal muscle growth 5,66477,19,coronal,n/a,2.230,1818.695,935.004,164,188
112202838,RP_110421_01_F01,16965,Mbp,myelin basic protein,17196,18,coronal,n/a,2.213,4511.634,1485.604,258,188
356088,RP_040617_02_C04,17113,Pias2,protein inhibitor of activated STAT 2,17344,18,coronal,n/a,2.211,5293.689,1726.171,258,186
73788105,RP_051213_01_A11,20324,Slit1,slit homolog 1 (Drosophila),20562,19,coronal,n/a,2.205,740.658,180.967,258,139
74819253,RP_060315_02_D05,130948,LOC434368,similar to mastermind-like 2; mastermind (Drosophila)-like 2,434368,9,coronal,n/a,2.205,1673.266,690.966,201,183
73636097,RP_050926_02_G07,92892,Gsg1l,GSG1-like,269994,7,coronal,n/a,2.198,772.794,230.254,258,169
74881134,RP_060220_01_A01,44948,Stoml1,stomatin-like 1,69106,9,coronal,n/a,2.189,1590.378,529.300,258,188
79912613,RP_080109_03_D06,18312,Pcp4,Purkinje cell protein 4,18546,16,coronal,n/a,2.189,598.321,407.756,126,188
71670729,RP_050607_03_E04,92643,Sh3rf2,SH3 domain containing ring finger 2,269016,18,coronal,n/a,2.188,827.719,329.304,216,188
73992940,RP_051214_03_D04,85947,Heatr7a,HEAT repeat containing 7A,223658,15,coronal,n/a,2.187,1196.250,322.226,258,152
777,RP_040315_01_19,29763,Pcsk1n,proprotein convertase subtilisin/kexin type 1 inhibitor,30052,X,coronal,n/a,2.185,1844.886,615.326,258,188
75650864,RP_060518_02_E05,43446,Dusp6,dual specificity phosphatase 6,67603,10,coronal,n/a,2.183,3523.698,1335.600,220,182
73521803,RP_051101_03_A02,19034,Ptprj,"protein tyrosine phosphatase, receptor type, J",19271,2,coronal,n/a,2.180,3452.260,1153.775,258,188
75041433,RP_060412_04_B03,37049,Fmnl1,formin-like 1,57778,11,coronal,n/a,2.179,5207.312,1711.541,236,169
356284,RP_040617_02_D06,43721,Tmem33,transmembrane protein 33,67878,5,coronal,n/a,2.176,2740.286,447.879,194,69
293665,RP_040604_02_H04,40940,Fndc4,fibronectin type III domain containing 4,64339,5,coronal,n/a,2.176,3103.246,934.219,258,169
74581377,RP_051130_01_A05,13433,Egr3,early growth response 3,13655,14,coronal,n/a,2.172,3403.345,1732.768,170,188
1424,RP_Baylor_103065,21176,Tcf7l1,"transcription factor 7 like 1 (T cell specific, HMG box)",21415,6,coronal,n/a,2.171,567.853,230.213,175,154
83158,RP_040407_01_G03,48042,Otud6b,OTU domain containing 6B,72201,4,coronal,n/a,2.163,2862.623,959.559,171,124
71836787,RP_051017_02_A04,35268,Pdzrn3,PDZ domain containing RING finger 3,55983,6,coronal,n/a,2.156,1969.990,654.896,219,157
73929869,RP_051214_03_H03,78181,Stim2,stromal interaction molecule 2,116873,5,coronal,n/a,2.152,2089.385,707.638,258,188
73929582,RP_051214_03_G04,31667,Rragd,Ras-related GTP binding D,52187,4,coronal,n/a,2.149,1197.406,406.090,258,188
203,RP_040315_01_13,12210,Cckar,cholecystokinin A receptor,12425,5,coronal,n/a,2.146,802.790,272.550,258,188
73718047,RP_051121_04_C01,42733,Lman2,"lectin, mannose-binding 2",66890,13,coronal,n/a,2.144,1681.545,622.003,237,188
71670677,RP_050505_02_H02,77101,Npnt,nephronectin,114249,3,coronal,n/a,2.143,814.096,247.327,258,168
73732148,RP_051121_04_A06,23750,Twf2,"twinfilin, actin-binding protein, homolog 2 (Drosophila)",23999,9,coronal,n/a,2.143,855.839,390.985,192,188
71924481,RP_050628_03_B05,92998,LOC270764,similar to E2a-Pbx1-associated protein; amyloid-beta precursor protein intracellular domain associated protein 1; cajalin 2,270764,10,coronal,n/a,2.133,1577.436,589.207,236,188
70634224,RP_050725_01_E07,42113,Fam134b,"family with sequence similarity 134, member B",66270,15,coronal,n/a,2.133,3253.294,1111.610,258,188
67809268,RP_040922_01_E12,47916,Ogfr,opioid growth factor receptor,72075,2,coronal,n/a,2.132,1937.742,935.532,171,176
1456,RP_040428_01_G03,14473,Gnb5,"guanine nucleotide binding protein (G protein), beta 5",14697,9,coronal,n/a,2.130,953.135,326.108,258,188
